Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
vans-era-59-moroccan-geo-dress-blues,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES","Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,8,Color,blue,,,VN-04-blue-8,0.0,shopify,10,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7902bf65776d504e75f86c8e8781d802.jpg?v=1667515989,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,9,,blue,,,VN-04-blue-9,0.0,shopify,4,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/7e4ed4d7bcaacd26e7f097b409482b69.jpg?v=1667515989,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,10,,blue,,,VN-04-blue-10,0.0,shopify,20,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/c949bf0d87f8b78d40168b5151722e85.jpg?v=1667515989,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,13,,blue,,,VN-04-blue-13,0.0,shopify,8,deny,manual,119.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e7c08b210a216180cf2fd67db48a2f00.jpg?v=1667515989,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-era-59-moroccan-geo-dress-blues,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/38477bb8d671b64c9609744176e6f1fc.jpg?v=1667515989,5,,,,,,,,,,,,,,,,,,,,,,,,
vans-authentic-butterfly-true-white-black,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,4,Color,white,,,VN-03-white-4,0.0,shopify,11,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/883c6488076367d30ddd8481164ec7e2.jpg?v=1667515985,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-butterfly-true-white-black,,,,,,,,,5,,white,,,VN-03-white-5,0.0,shopify,19,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/97f3ba542625b7e4fe30c276b8bf66a0.jpg?v=1667515985,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,6,,white,,,VN-03-white-6,0.0,shopify,11,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/f42609d166105b49504e80f4bc612a53.jpg?v=1667515985,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,7,,white,,,VN-03-white-7,0.0,shopify,10,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/e60d1540185ee255777337253ca2c12c.jpg?v=1667515985,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,8,,white,,,VN-03-white-8,0.0,shopify,13,deny,manual,109.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/0e58afcbaca0ca4565c195d678d1619f.jpg?v=1667515985,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-butterfly-true-white-black,,,,,,,,,9,,white,,,VN-03-white-9,0.0,shopify,19,deny,manual,109.95,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,,SHOES,"egnition-sample-data, men, summer, vans",true,Size,5,Color,red,,,VN-02-red-5,0.0,shopify,1,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/d841f71ea6845bf6005453e15a18c632.jpg?v=1667515981,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,6,,red,,,VN-02-red-6,0.0,shopify,2,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/3b606f0309eac2cc095a912eb26d7c73.jpg?v=1667515981,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,7,,red,,,VN-02-red-7,0.0,shopify,6,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/364ba59021acf686e6da73715e110f39.jpg?v=1667515981,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,8,,red,,,VN-02-red-8,0.0,shopify,6,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/be935fef3876ebfdd8e3f0760406d363.jpg?v=1667515981,4,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-multi-eyelets-gradient-crimson,,,,,,,,,9,,red,,,VN-02-red-9,0.0,shopify,19,deny,manual,99.95,,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/240a66624494c29907de282b681e33e3.jpg?v=1667515981,5,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white,VANS |AUTHENTIC | LO PRO | BURGANDY/WHITE,"The forefather of the Vans family, the original Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. Now remodeled into a low top lace-up with a slim silhouette, the Vans Authentic Lo Pro features sturdy canvas uppers with lower sidewalls, metal eyelets, and low profile mini waffle outsoles for a lightweight feel.",VANS,,SHOES,"egnition-sample-data, men, sale, summer, vans",true,Size,4,Color,burgandy,,,VN-01-burgandy-4,0.0,shopify,13,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/9f190cba7218c819c81566bca6298c6a.jpg?v=1667515973,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
vans-authentic-lo-pro-burgandy-white,,,,,,,,,5,,burgandy,,,VN-01-burgandy-5,0.0,shopify,5,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/57a6013d4b24210dd35456e5890e9a2e.jpg?v=1667515973,2,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,10,,burgandy,,,VN-01-burgandy-10,0.0,shopify,6,deny,manual,29.00,99.95,true,true,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/10835069b66a4a8ffc47febc6e88aee7.jpg?v=1667515973,3,,,,,,,,,,,,,,,,,,,kg,,,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/81ae3a034de733944fd314f6d27c844f.jpg?v=1667515973,4,,,,,,,,,,,,,,,,,,,,,,,,
vans-authentic-lo-pro-burgandy-white,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0674/3408/6693/products/1580fdd3164d608c47a5d7d6eccbf4cc.jpg?v=1667515973,5,,,,,,,,,,,,,,,,,,,,,,,,
